Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Calorische bovenwaarde;Omschrijving
15-09-2024;17:00:00;15-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;18:00:00;15-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,262;m³;Uitgelezen;;
15-09-2024;18:00:00;15-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,960;kWh;Uitgelezen;Definitief;
15-09-2024;19:00:00;15-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;19:00:00;15-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;20:00:00;15-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;20:00:00;15-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;21:00:00;15-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;21:00:00;15-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;22:00:00;15-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;22:00:00;15-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;23:00:00;16-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;23:00:00;16-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;00:00:00;16-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;00:00:00;16-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;01:00:00;16-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;01:00:00;16-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;02:00:00;16-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;02:00:00;16-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;03:00:00;16-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;03:00:00;16-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;04:00:00;16-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;04:00:00;16-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;05:00:00;16-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;05:00:00;16-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;06:00:00;16-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;06:00:00;16-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;07:00:00;16-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,001;m³;Uitgelezen;;
16-09-2024;07:00:00;16-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;kWh;Uitgelezen;Definitief;
16-09-2024;08:00:00;16-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;08:00:00;16-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;09:00:00;16-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;09:00:00;16-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;10:00:00;16-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;10:00:00;16-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;11:00:00;16-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;11:00:00;16-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;12:00:00;16-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;12:00:00;16-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;13:00:00;16-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;13:00:00;16-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;14:00:00;16-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;14:00:00;16-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;15:00:00;16-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;15:00:00;16-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;16:00:00;16-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,005;m³;Uitgelezen;;
16-09-2024;16:00:00;16-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,056;kWh;Uitgelezen;Definitief;
16-09-2024;17:00:00;16-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,026;m³;Uitgelezen;;
16-09-2024;17:00:00;16-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,294;kWh;Uitgelezen;Definitief;
16-09-2024;18:00:00;16-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,117;m³;Uitgelezen;;
16-09-2024;18:00:00;16-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,322;kWh;Uitgelezen;Definitief;
16-09-2024;19:00:00;16-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,001;m³;Uitgelezen;;
16-09-2024;19:00:00;16-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;kWh;Uitgelezen;Definitief;
16-09-2024;20:00:00;16-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,127;m³;Uitgelezen;;
16-09-2024;20:00:00;16-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,435;kWh;Uitgelezen;Definitief;
16-09-2024;21:00:00;16-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;21:00:00;16-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;22:00:00;16-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;22:00:00;16-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
16-09-2024;23:00:00;17-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
16-09-2024;23:00:00;17-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;00:00:00;17-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;00:00:00;17-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;01:00:00;17-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;01:00:00;17-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;02:00:00;17-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,003;m³;Uitgelezen;;
17-09-2024;02:00:00;17-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,034;kWh;Uitgelezen;Definitief;
17-09-2024;03:00:00;17-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;03:00:00;17-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;04:00:00;17-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;04:00:00;17-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;05:00:00;17-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;05:00:00;17-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;06:00:00;17-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;06:00:00;17-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;07:00:00;17-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;07:00:00;17-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;08:00:00;17-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;08:00:00;17-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;09:00:00;17-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;09:00:00;17-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;10:00:00;17-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;10:00:00;17-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;11:00:00;17-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;11:00:00;17-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;12:00:00;17-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;12:00:00;17-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;13:00:00;17-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;13:00:00;17-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;14:00:00;17-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;14:00:00;17-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;15:00:00;17-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;15:00:00;17-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;16:00:00;17-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;16:00:00;17-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;17:00:00;17-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;17:00:00;17-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;18:00:00;17-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;18:00:00;17-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;19:00:00;17-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,036;m³;Uitgelezen;;
17-09-2024;19:00:00;17-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,407;kWh;Uitgelezen;Definitief;
17-09-2024;20:00:00;17-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;20:00:00;17-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
17-09-2024;21:00:00;17-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;m³;Uitgelezen;;
17-09-2024;21:00:00;17-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,124;kWh;Uitgelezen;Definitief;
17-09-2024;22:00:00;17-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;m³;Uitgelezen;;
17-09-2024;22:00:00;17-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,124;kWh;Uitgelezen;Definitief;
17-09-2024;23:00:00;18-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
17-09-2024;23:00:00;18-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;00:00:00;18-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;00:00:00;18-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;01:00:00;18-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;01:00:00;18-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;02:00:00;18-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;02:00:00;18-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;03:00:00;18-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;03:00:00;18-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;04:00:00;18-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;04:00:00;18-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;05:00:00;18-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;05:00:00;18-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;06:00:00;18-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;06:00:00;18-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;07:00:00;18-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;07:00:00;18-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;08:00:00;18-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,001;m³;Uitgelezen;;
18-09-2024;08:00:00;18-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;kWh;Uitgelezen;Definitief;
18-09-2024;09:00:00;18-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;09:00:00;18-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;10:00:00;18-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;10:00:00;18-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;11:00:00;18-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;11:00:00;18-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;12:00:00;18-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;12:00:00;18-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;13:00:00;18-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;13:00:00;18-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;14:00:00;18-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;14:00:00;18-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;15:00:00;18-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;15:00:00;18-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;16:00:00;18-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;16:00:00;18-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;17:00:00;18-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;17:00:00;18-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;18:00:00;18-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,099;m³;Uitgelezen;;
18-09-2024;18:00:00;18-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,118;kWh;Uitgelezen;Definitief;
18-09-2024;19:00:00;18-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,253;m³;Uitgelezen;;
18-09-2024;19:00:00;18-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,858;kWh;Uitgelezen;Definitief;
18-09-2024;20:00:00;18-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;20:00:00;18-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-09-2024;21:00:00;18-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,014;m³;Uitgelezen;;
18-09-2024;21:00:00;18-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,158;kWh;Uitgelezen;Definitief;
18-09-2024;22:00:00;18-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,255;m³;Uitgelezen;;
18-09-2024;22:00:00;18-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,881;kWh;Uitgelezen;Definitief;
18-09-2024;23:00:00;19-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-09-2024;23:00:00;19-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-09-2024;00:00:00;19-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-09-2024;00:00:00;19-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-09-2024;01:00:00;19-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-09-2024;01:00:00;19-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-09-2024;02:00:00;19-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-09-2024;02:00:00;19-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-09-2024;03:00:00;19-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-09-2024;03:00:00;19-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-09-2024;04:00:00;19-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
